('Total Revenue', '387,542,000', '365,817,000', '274,515,000', '260,174,000', '265,595,000')
         490033 function calls (471208 primitive calls) in 1.194 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
        1    0.000    0.000    0.001    0.001 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        1    0.000    0.000    0.039    0.039 _htmlparser.py:391(feed)
        1    0.000    0.000    0.000    0.000 css_match.py:1498(SoupSieve)
        1    0.000    0.000    0.000    0.000 parser.py:255(parse_html_declaration)
        1    0.000    0.000    0.000    0.000 dammit.py:344(__init__)
       10    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
       24    0.000    0.000    0.000    0.000 abc.py:110(register)
        2    0.000    0.000    0.000    0.000 contextlib.py:139(__exit__)
       13    0.000    0.000    0.000    0.000 enum.py:451(__members__)
        3    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 poolmanager.py:189(_new_pool)
        2    0.000    0.000    0.000    0.000 six.py:642(itervalues)
        2    0.000    0.000    0.176    0.088 models.py:887(content)
        1    0.000    0.000    0.000    0.000 client.py:108(<dictcomp>)
        1    0.000    0.000    0.000    0.000 client.py:789(HTTPConnection)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1190(ZipFile)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:383(HTMLTreeBuilder)
        2    0.000    0.000    0.000    0.000 dammit.py:407(encodings)
       27    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1420(Logger)
        4    0.000    0.000    0.001    0.000 ssl.py:456(__new__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:418(_check_int_address)
        2    0.000    0.000    0.000    0.000 ssl_.py:457(is_ipaddress)
        2    0.000    0.000    0.000    0.000 feedparser.py:178(_call_parse)
        1    0.000    0.000    0.000    0.000 __init__.py:139(__init__)
        8    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
       10    0.000    0.000    0.000    0.000 element.py:1363(_all_strings)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:823(__contains__)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
        1    0.000    0.000    0.000    0.000 models.py:484(prepare_headers)
       37    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:386(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 sessions.py:355(Session)
        7    0.000    0.000    0.030    0.004 six.py:85(_import_module)
       34    0.000    0.000    0.000    0.000 enum.py:1049(<lambda>)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        6    0.000    0.000    0.000    0.000 six.py:128(__init__)
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1379(__init__)
        3    0.000    0.000    0.000    0.000 url.py:91(__new__)
        2    0.000    0.000    0.000    0.000 __init__.py:567(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:119(_has_ipv6)
        1    0.000    0.000    0.000    0.000 retry.py:91(Retry)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        2    0.000    0.000    0.000    0.000 parse.py:505(urlunsplit)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2090(IPv6Interface)
       28    0.000    0.000    0.000    0.000 __init__.py:579(__missing__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1251(CookieJar)
        1    0.000    0.000    0.000    0.000 css_types.py:97(ImmutableDict)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        1    0.000    0.000    0.000    0.000 url.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:11(SSLTransport)
        1    0.000    0.000    0.000    0.000 request.py:317(Request)
        1    0.000    0.000    0.000    0.000 poolmanager.py:263(connection_from_pool_key)
        3    0.000    0.000    0.000    0.000 connection.py:132(host)
        1    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:875(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 zipfile.py:2237(Path)
        1    0.000    0.000    0.000    0.000 models.py:641(Response)
       20    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:914(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:115(__init__)
        7    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 ssl.py:840(SSLObject)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:561(__subclasshook__)
        4    0.000    0.000    0.000    0.000 functools.py:946(__init__)
        1    0.000    0.000    0.009    0.009 request.py:2624(proxy_bypass_macosx_sysconf)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:66(__init__)
       56    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       17    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 css_types.py:33(Immutable)
        1    0.000    0.000    0.000    0.000 client.py:429(flush)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1269(IPv4Address)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1231(deepvalues)
       24    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 models.py:352(prepare)
        6    0.000    0.000    0.000    0.000 client.py:1007(_output)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1128(_BaseV4)
        1    0.000    0.000    0.000    0.000 adapters.py:333(get_connection)
        2    0.000    0.000    0.000    0.000 __init__.py:902(createLock)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1875(IPv6Address)
        1    0.000    0.000    0.000    0.000 feedparser.py:70(close)
       15    0.000    0.000    0.000    0.000 ssl.py:995(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 __init__.py:58(check_compatibility)
       10    0.000    0.000    0.000    0.000 connection.py:223(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:508(_parse_content_type_header)
        4    0.000    0.000    0.000    0.000 functools.py:844(register)
        1    0.000    0.000    0.048    0.048 ssl.py:506(wrap_socket)
        1    0.000    0.000    0.000    0.000 models.py:314(PreparedRequest)
        2    0.000    0.000    0.000    0.000 socket.py:494(_real_close)
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 sessions.py:159(resolve_redirects)
        1    0.000    0.000    0.000    0.000 datetime.py:442(timedelta)
        1    0.000    0.000    0.000    0.000 dammit.py:646(_convert_from)
       18    0.000    0.000    0.000    0.000 url.py:416(ensure_type)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        3    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
       42    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        2    0.000    0.000    0.002    0.001 element.py:1846(find)
       23    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 connection.py:76(HTTPConnection)
        1    0.000    0.000    0.000    0.000 cookies.py:23(MockRequest)
        1    0.000    0.000    0.000    0.000 idna.py:300(getregentry)
        1    0.000    0.000    0.000    0.000 adapters.py:239(cert_verify)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        4    0.000    0.000    0.000    0.000 six.py:233(create_module)
        5    0.000    0.000    0.000    0.000 six.py:991(ensure_str)
        1    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 utils.py:533(get_encoding_from_headers)
        1    0.000    0.000    0.000    0.000 element.py:1551(__getattr__)
        1    0.000    0.000    0.000    0.000 response.py:280(release_conn)
       21    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 response.py:430(_error_catcher)
        1    0.000    0.000    0.039    0.039 __init__.py:444(_feed)
        1    0.000    0.000    0.000    0.000 css_parser.py:305(SelectorPattern)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 structures.py:76(copy)
        1    0.000    0.000    0.000    0.000 parse.py:147(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 _collections.py:107(HTTPHeaderDict)
        1    0.000    0.000    0.001    0.001 ssl_match_hostname.py:1(<module>)
        1    0.000    0.000    0.000    0.000 readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:297(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:531(_match_hostname)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        1    0.000    0.000    0.000    0.000 client.py:1028(_send_output)
        1    0.000    0.000    0.000    0.000 message.py:213(get_payload)
        1    0.000    0.000    0.000    0.000 client.py:239(HTTPResponse)
        1    0.000    0.000    0.000    0.000 models.py:286(CharsetMatches)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:457(TracebackException)
        1    0.000    0.000    0.000    0.000 resources.py:135(_path_from_resource_path)
        5    0.000    0.000    0.000    0.000 client.py:1286(<genexpr>)
        2    0.000    0.000    0.001    0.001 poolmanager.py:216(clear)
       21    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 client.py:953(close)
        2    0.000    0.000    0.000    0.000 parse.py:494(urlunparse)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 ssl.py:1198(send)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        2    0.000    0.000    0.000    0.000 pathlib.py:619(__str__)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        4    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:354(Traversable)
        1    0.000    0.000    0.000    0.000 parser.py:95(reset)
        1    0.000    0.000    0.000    0.000 tempfile.py:782(TemporaryDirectory)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:238(handle_entityref)
        1    0.000    0.000    0.000    0.000 ssl.py:1404(version)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 traceback.py:335(StackSummary)
        1    0.000    0.000    0.000    0.000 response.py:374(_init_decoder)
        1    0.000    0.000    0.000    0.000 abc.py:166(InspectLoader)
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 models.py:258(__init__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:266(handle_decl)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        2    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:1150(getpeercert)
        2    0.000    0.000    0.000    0.000 _collections.py:47(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:1636(addHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1795(LoggerAdapter)
       26    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 css_types.py:351(SelectorList)
        1    0.000    0.000    0.000    0.000 __init__.py:496(DetectsXMLParsedAsHTML)
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 __init__.py:1390(_fixupChildren)
        1    0.000    0.000    0.000    0.000 connection.py:208(putrequest)
        1    0.000    0.000    0.000    0.000 legacy.py:52(CharsetNormalizerMatches)
        1    0.000    0.000    0.000    0.000 pathlib.py:1451(WindowsPath)
        1    0.000    0.000    0.000    0.000 socket.py:504(detach)
       16    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
        4    0.000    0.000    0.030    0.008 six.py:117(_resolve)
        1    0.000    0.000    0.000    0.000 _markupbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1183(IsoCalendarDate)
        2    0.000    0.000    0.000    0.000 connection.py:237(<genexpr>)
        2    0.000    0.000    0.001    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 __meta__.py:82(__new__)
        3    0.000    0.000    0.000    0.000 url.py:300(<listcomp>)
        1    0.000    0.000    0.000    0.000 __meta__.py:142(_get_canonical)
        1    0.000    0.000    0.000    0.000 css_types.py:147(Namespaces)
        1    0.000    0.000    0.000    0.000 typing.py:964(__mro_entries__)
        1    0.000    0.000    0.000    0.000 parse.py:1104(_splitport)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:22(is_local_appengine)
        1    0.000    0.000    0.000    0.000 retry.py:448(_is_method_retryable)
        3    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
        1    0.000    0.000    0.000    0.000 __init__.py:111(TreeBuilder)
        2    0.000    0.000    0.000    0.000 pathlib.py:587(_from_parts)
       25    0.000    0.000    0.000    0.000 parse.py:103(_noop)
        1    0.000    0.000    0.000    0.000 __init__.py:565(__init__)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:498(close)
        1    0.000    0.000    0.000    0.000 poolmanager.py:248(connection_from_context)
        1    0.000    0.000    0.000    0.000 request.py:1695(URLopener)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 timeout.py:20(Timeout)
        1    0.000    0.000    0.000    0.000 __init__.py:589(register_treebuilders_from)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
        1    0.000    0.000    0.000    0.000 css_types.py:257(SelectorAttribute)
        1    0.000    0.000    0.000    0.000 parser.py:62(HTMLParser)
        2    0.000    0.000    0.000    0.000 contextlib.py:130(__enter__)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 uu.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       19    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 response.py:686(closed)
        2    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        1    0.000    0.000    0.000    0.000 __init__.py:863(Handler)
        2    0.000    0.000    0.000    0.000 __init__.py:1455(debug)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        3    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x102f2b760}
        1    0.000    0.000    0.000    0.000 fnmatch.py:44(_compile_pattern)
       12    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       12    0.000    0.000    0.000    0.000 timeout.py:119(_validate_timeout)
        1    0.000    0.000    0.000    0.000 client.py:883(_get_hostport)
        1    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
        1    0.000    0.000    0.000    0.000 abc.py:312(ResourceReader)
        1    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
        1    0.000    0.000    0.000    0.000 dammit.py:451(strip_byte_order_mark)
        1    0.000    0.000    0.000    0.000 connection.py:100(_set_socket_options)
        1    0.000    0.000    0.000    0.000 models.py:357(CliDetectionResult)
        2    0.000    0.000    0.000    0.000 pathlib.py:955(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.001    0.001 poolmanager.py:174(<lambda>)
        1    0.000    0.000    0.000    0.000 readers.py:12(__init__)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        2    0.000    0.000    0.000    0.000 socks.py:38(set_self_blocking)
        4    0.000    0.000    0.000    0.000 dammit.py:391(_usable)
        4    0.000    0.000    0.028    0.007 six.py:215(is_package)
        3    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        2    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
        1    0.000    0.000    0.000    0.000 css_parser.py:325(SpecialPseudoPattern)
        2    0.000    0.000    0.000    0.000 __init__.py:247(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 cookiejar.py:842(CookiePolicy)
        1    0.000    0.000    0.000    0.000 models.py:84(RequestEncodingMixin)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        1    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 adapters.py:101(HTTPAdapter)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 __init__.py:412(PercentStyle)
        1    0.000    0.000    0.000    0.000 utils.py:1011(get_auth_from_url)
        1    0.000    0.000    0.000    0.000 poolmanager.py:287(connection_from_url)
        1    0.000    0.000    0.000    0.000 fnmatch.py:25(fnmatch)
        1    0.000    0.000    0.000    0.000 element.py:919(NavigableString)
        1    0.000    0.000    0.000    0.000 parser.py:86(__init__)
        8    0.000    0.000    0.000    0.000 six.py:195(__get_module)
        2    0.000    0.000    0.000    0.000 ssl_.py:211(resolve_cert_reqs)
        1    0.000    0.000    0.000    0.000 os.py:1079(__subclasshook__)
        1    0.000    0.000    0.000    0.000 ssl.py:617(options)
        1    0.000    0.000    0.000    0.000 connectionpool.py:75(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:283(_put_conn)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1187(copy_with)
        1    0.000    0.000    0.000    0.000 poolmanager.py:225(connection_from_host)
        1    0.000    0.000    0.000    0.000 request.py:1374(HTTPHandler)
        1    0.000    0.000    0.000    0.000 util.py:26(SelectorSyntaxError)
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        2    0.000    0.000    0.000    0.000 datetime.py:792(__new__)
        8    0.000    0.000    0.000    0.000 utils.py:1046(_validate_header_part)
        1    0.000    0.000    0.000    0.000 client.py:1213(_validate_method)
        1    0.000    0.000    0.000    0.000 _collections.py:54(__getitem__)
        7    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 css_types.py:165(CustomSelectors)
        1    0.000    0.000    0.000    0.000 _markupbase.py:165(parse_comment)
        1    0.000    0.000    0.000    0.000 threading.py:615(Barrier)
        5    0.000    0.000    0.000    0.000 element.py:293(<listcomp>)
        1    0.000    0.000    0.000    0.000 adapters.py:372(request_url)
        1    0.000    0.000    0.000    0.000 parse.py:889(quote_from_bytes)
        1    0.000    0.000    0.048    0.048 ssl_.py:481(_ssl_wrap_socket_impl)
        1    0.000    0.000    0.000    0.000 _collections.py:61(__setitem__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.000    0.000 css_parser.py:362(_Selector)
        5    0.000    0.000    0.000    0.000 _internal_utils.py:23(to_native_string)
        2    0.000    0.000    0.000    0.000 cookies.py:358(update)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1386(IPv4Interface)
        1    0.000    0.000    0.000    0.000 request.py:939(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 zipfile.py:776(ZipExtFile)
        1    0.000    0.000    0.000    0.000 __init__.py:51(register)
        1    0.000    0.000    0.000    0.000 client.py:1279(request)
        1    0.000    0.000    0.000    0.000 traceback.py:243(FrameSummary)
        3    0.000    0.000    0.000    0.000 six.py:160(_resolve)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 response.py:149(_get_decoder)
        1    0.000    0.000    0.000    0.000 models.py:394(prepare_method)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1758(__iter__)
        1    0.000    0.000    0.000    0.000 weakref.py:290(update)
        1    0.000    0.000    0.009    0.009 utils.py:819(get_environ_proxies)
        1    0.000    0.000    0.000    0.000 resources.py:107(path)
        2    0.000    0.000    0.000    0.000 sessions.py:799(mount)
        1    0.000    0.000    0.000    0.000 models.py:85(path_url)
        2    0.000    0.000    0.000    0.000 connectionpool.py:324(_get_timeout)
        1    0.000    0.000    0.000    0.000 __meta__.py:39(Version)
        1    0.000    0.000    0.000    0.000 dammit.py:317(EncodingDetector)
        3    0.000    0.000    0.000    0.000 element.py:33(_alias)
        8    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        8    0.000    0.000    0.000    0.000 _collections_abc.py:857(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:496(popitem)
        1    0.000    0.000    0.000    0.000 formatter.py:3(Formatter)
        1    0.000    0.000    0.001    0.001 __init__.py:445(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 parse.py:911(urlencode)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        1    0.000    0.000    0.000    0.000 core.py:17(where)
        1    0.000    0.000    0.000    0.000 _common.py:60(get_package)
        3    0.000    0.000    0.000    0.000 cookies.py:534(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:522(Formatter)
        1    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        1    0.000    0.000    0.000    0.000 socket.py:662(SocketIO)
        1    0.000    0.000    0.000    0.000 parse.py:359(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 connectionpool.py:897(HTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 retry.py:35(_RetryMeta)
        8    0.000    0.000    0.000    0.000 formatter.py:42(_default)
        1    0.000    0.000    0.000    0.000 dammit.py:693(find_codec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1079(get_resource_reader)
        3    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 parse.py:216(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 connectionpool.py:963(_prepare_conn)
        2    0.000    0.000    0.000    0.000 timeout.py:181(clone)
        1    0.000    0.000    0.000    0.000 models.py:335(__init__)
        1    0.000    0.000    0.000    0.000 re.py:222(split)
        1    0.000    0.000    0.000    0.000 typing.py:1193(__getitem__)
        1    0.000    0.000    0.000    0.000 six.py:524(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 connection.py:323(set_cert)
        1    0.000    0.000    0.000    0.000 url.py:82(Url)
        1    0.000    0.000    0.000    0.000 response.py:84(__getattr__)
        1    0.000    0.000    0.000    0.000 models.py:495(prepare_body)
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 models.py:795(iter_content)
        1    0.000    0.000    0.000    0.000 __init__.py:1291(Manager)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 parse.py:818(quote)
        1    0.000    0.000    0.009    0.009 request.py:2638(proxy_bypass)
        1    0.000    0.000    0.000    0.000 models.py:994(raise_for_status)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 feedparser.py:173(feed)
        4    0.000    0.000    0.000    0.000 __init__.py:1261(append)
        1    0.000    0.000    0.000    0.000 random.py:219(__init_subclass__)
        1    0.000    0.000    0.000    0.000 connection.py:192(_is_using_tunnel)
        1    0.000    0.000    0.000    0.000 response.py:322(_init_length)
        1    0.000    0.000    0.039    0.039 parser.py:103(feed)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:561(set)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 fnmatch.py:70(fnmatchcase)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
        1    0.000    0.000    0.000    0.000 css_types.py:323(SelectorLang)
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 message.py:451(items)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:1296(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        5    0.000    0.000    0.000    0.000 six.py:182(_get_module)
        1    0.000    0.000    0.000    0.000 parse.py:411(_splitnetloc)
        1    0.000    0.000    0.000    0.000 ssl.py:613(options)
        1    0.000    0.000    0.000    0.000 connection.py:281(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 retry.py:468(is_retry)
        1    0.000    0.000    0.000    0.000 ipaddress.py:566(_BaseAddress)
        1    0.000    0.000    0.000    0.000 fields.py:126(RequestField)
        1    0.000    0.000    0.000    0.000 pathlib.py:129(<setcomp>)
        1    0.000    0.000    0.001    0.001 sessions.py:454(__exit__)
        1    0.000    0.000    0.000    0.000 sessions.py:780(get_adapter)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:79(_to_unicode)
        8    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:978(clear)
        1    0.000    0.000    0.000    0.000 threading.py:793(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 socket.py:514(family)
        1    0.000    0.000    0.000    0.000 url.py:323(_encode_target)
