('Total Revenue', '387,542,000', '365,817,000', '274,515,000', '260,174,000', '265,595,000')
         490033 function calls (471208 primitive calls) in 1.194 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       69    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
       10    0.000    0.000    0.000    0.000 parse.py:372(urlparse)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x102f072e0}
        1    0.000    0.000    0.002    0.002 adapters.py:1(<module>)
        1    0.000    0.000    0.002    0.002 zipfile.py:1(<module>)
       52    0.000    0.000    0.001    0.000 css_parser.py:1113(<listcomp>)
       23    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       42    0.000    0.000    0.000    0.000 enum.py:579(_get_mixins_)
       10    0.000    0.000    0.002    0.000 enum.py:536(_convert_)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
      197    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       66    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
       47    0.000    0.000    0.000    0.000 ipaddress.py:536(_split_addr_prefix)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:986(update)
       66    0.000    0.000    0.000    0.000 re.py:269(escape)
        2    0.000    0.000    0.010    0.005 api.py:1(<module>)
      731    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      342    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      226    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 cookies.py:165(<dictcomp>)
       62    0.000    0.000    0.000    0.000 __init__.py:25(__new__)
        3    0.000    0.000    0.001    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.009    0.009 url.py:1(<module>)
       12    0.000    0.000    0.000    0.000 queue.py:154(get)
      311    0.000    0.000    0.000    0.000 css_parser.py:314(get_name)
        1    0.000    0.000    0.013    0.013 ssl_.py:1(<module>)
       16    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
        1    0.000    0.000    0.000    0.000 parse.py:1(<module>)
      132    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
        8    0.000    0.000    0.000    0.000 message.py:462(get)
      311    0.000    0.000    0.000    0.000 ssl.py:1108(_checkClosed)
        3    0.000    0.000    0.000    0.000 url.py:333(parse_url)
       32    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        1    0.000    0.000    0.817    0.817 connectionpool.py:361(_make_request)
       16    0.000    0.000    0.000    0.000 enum.py:165(__prepare__)
      125    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       11    0.000    0.000    0.000    0.000 queue.py:122(put)
       56    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
      190    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
       25    0.000    0.000    0.176    0.007 models.py:812(generate)
        2    0.000    0.000    0.051    0.025 exceptions.py:1(<module>)
       13    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        1    0.000    0.000    0.818    0.818 connectionpool.py:522(urlopen)
       31    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.020    0.020 compat.py:1(<module>)
      189    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       11    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
        1    0.000    0.000    0.007    0.007 cd.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
        1    0.000    0.000    0.048    0.048 ssl.py:1013(_create)
        2    0.000    0.000    0.002    0.001 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:78(_DocumentNav)
       94    0.000    0.000    0.000    0.000 typing.py:515(<genexpr>)
       89    0.000    0.000    0.000    0.000 typing.py:1142(<genexpr>)
    48/31    0.000    0.000    0.001    0.000 typing.py:401(__getitem__)
       23    0.000    0.000    0.000    0.000 threading.py:359(notify)
        3    0.000    0.000    0.000    0.000 element.py:2278(__init__)
        1    0.000    0.000    0.994    0.994 sessions.py:671(send)
        1    0.000    0.000    0.018    0.018 css_parser.py:431(CSSParser)
       17    0.000    0.000    0.000    0.000 typing.py:523(Optional)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1275(__init__)
        1    0.000    0.000    0.707    0.707 client.py:278(_read_status)
      179    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
      151    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.027    0.027 client.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:206(_read_headers)
        1    0.000    0.000    0.004    0.004 ssl_.py:250(create_urllib3_context)
      181    0.000    0.000    0.000    0.000 element.py:1529(__contains__)
        1    0.000    0.000    0.003    0.003 sessions.py:1(<module>)
        4    0.000    0.000    0.000    0.000 ssl_match_hostname.py:25(_dnsname_match)
       16    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
       11    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.708    0.708 client.py:311(begin)
       53    0.000    0.000    0.000    0.000 six.py:178(_add_module)
      119    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
        1    0.000    0.000    0.001    0.001 resources.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        5    0.000    0.000    0.000    0.000 client.py:1238(putheader)
       10    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1266(__init__)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       84    0.000    0.000    0.000    0.000 typing.py:1241(__eq__)
      151    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:159(_split_optional_netmask)
       22    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1182(exec_module)
      162    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 mimetypes.py:399(_default_mime_types)
       39    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
       25    0.000    0.000    0.000    0.000 parse.py:114(_coerce_args)
      110    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       28    0.000    0.000    0.000    0.000 ipaddress.py:1589(_make_netmask)
      151    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1176(_ip_int_from_string)
        1    0.000    0.000    0.006    0.006 request.py:2556(_proxy_bypass_macosx_sysconf)
      128    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
      173    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       22    0.000    0.000    0.000    0.000 _collections.py:156(__getitem__)
       24    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
        1    0.000    0.000    0.000    0.000 poolmanager.py:1(<module>)
        2    0.000    0.000    0.001    0.001 _collections.py:92(clear)
        1    0.000    0.000    0.051    0.051 element.py:1(<module>)
       64    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
       21    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
        1    0.000    0.000    0.016    0.016 dammit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ntpath.py:1(<module>)
       15    0.000    0.000    0.017    0.001 css_parser.py:308(__init__)
      127    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
        1    0.000    0.000    0.818    0.818 adapters.py:436(send)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x102ed3370}
      134    0.000    0.000    0.000    0.000 six.py:92(__init__)
        1    0.000    0.000    0.000    0.000 client.py:224(parse_headers)
        1    0.000    0.000    0.004    0.004 css_match.py:1(<module>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1713(_parse_hextet)
        4    0.000    0.000    0.000    0.000 message.py:497(get_all)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _collections.py:215(add)
       89    0.000    0.000    0.000    0.000 __init__.py:402(<genexpr>)
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
       98    0.000    0.000    0.000    0.000 constant.py:336(<lambda>)
        1    0.000    0.000    0.000    0.000 client.py:1284(_send_request)
       25    0.000    0.000    0.176    0.007 response.py:606(stream)
        1    0.000    0.000    0.000    0.000 poolmanager.py:79(_default_key_normalizer)
        1    0.000    0.000    0.050    0.050 connection.py:37(create_connection)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 socket.py:302(makefile)
        1    0.000    0.000    0.000    0.000 response.py:632(from_httplib)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
      127    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
       22    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
       25    0.000    0.000    0.000    0.000 ipaddress.py:477(_prefix_from_prefix_string)
      159    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      127    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
       88    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 models.py:659(__init__)
      127    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      127    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
       32    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        3    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
        1    0.000    0.000    0.002    0.002 _htmlparser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
      127    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
       16    0.000    0.000    0.000    0.000 typing.py:664(__init__)
        1    0.000    0.000    0.000    0.000 response.py:200(__init__)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1150(_make_netmask)
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
        4    0.000    0.000    0.000    0.000 url.py:274(_normalize_host)
       25    0.000    0.000    0.000    0.000 typing.py:1246(__hash__)
       82    0.000    0.000    0.000    0.000 element.py:1570(__eq__)
    66/35    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        2    0.000    0.000    0.018    0.009 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
       39    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:389(__init__)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1082(putrequest)
        1    0.000    0.000    0.003    0.003 header.py:1(<module>)
        2    0.000    0.000    0.002    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.002    0.002 md.py:1(<module>)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.003    0.003 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
       14    0.000    0.000    0.000    0.000 css_parser.py:461(__init__)
        1    0.000    0.000    0.001    0.001 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:169(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:1349(__init_subclass__)
       14    0.000    0.000    0.007    0.000 css_parser.py:1156(process_selectors)
      101    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
        1    0.000    0.000    0.000    0.000 dammit.py:541(__init__)
        6    0.000    0.000    0.000    0.000 abc.py:21(_register)
        2    0.000    0.000    0.000    0.000 client.py:417(close)
       94    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        8    0.000    0.000    0.000    0.000 sre_parse.py:863(_parse_flags)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
      212    0.000    0.000    0.000    0.000 element.py:977(name)
       24    0.000    0.000    0.028    0.001 six.py:190(find_spec)
        1    0.000    0.000    0.000    0.000 fields.py:74(<dictcomp>)
        5    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
       21    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
       16    0.000    0.000    0.000    0.000 enum.py:82(__init__)
        1    0.000    0.000    0.000    0.000 element.py:150(PageElement)
        3    0.000    0.000    0.000    0.000 typing.py:1548(__init_subclass__)
        3    0.000    0.000    0.000    0.000 retry.py:243(__init__)
        1    0.000    0.000    0.017    0.017 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:457(reset)
       12    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        6    0.000    0.000    0.028    0.005 <frozen importlib._bootstrap>:421(spec_from_loader)
        4    0.000    0.000    0.000    0.000 idna.py:147(encode)
        1    0.000    0.000    0.109    0.109 connectionpool.py:1034(_validate_conn)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
       43    0.000    0.000    0.000    0.000 typing.py:1233(<genexpr>)
        3    0.000    0.000    0.000    0.000 element.py:2011(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:231(extend)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:816(get)
        1    0.000    0.000    0.001    0.001 utils.py:194(get_netrc_auth)
        7    0.000    0.000    0.000    0.000 structures.py:40(__init__)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:98(match_hostname)
        1    0.000    0.000    1.006    1.006 api.py:62(get)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.001    0.001 sessions.py:457(prepare_request)
       24    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
       24    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        9    0.000    0.000    0.000    0.000 url.py:305(_idna_encode)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_NormalAccessor)
        1    0.000    0.000    1.004    1.004 sessions.py:500(request)
        4    0.000    0.000    0.000    0.000 cookiejar.py:885(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
       29    0.000    0.000    0.000    0.000 ipaddress.py:1846(_split_scope_id)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 client.py:248(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:59(parsestr)
        1    0.000    0.000    0.000    0.000 models.py:23(CharsetMatch)
       22    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
       61    0.000    0.000    0.000    0.000 dammit.py:166(<listcomp>)
        7    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
        9    0.000    0.000    0.000    0.000 url.py:306(<listcomp>)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        7    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        8    0.000    0.000    0.000    0.000 parse.py:159(hostname)
       25    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        5    0.000    0.000    0.002    0.000 six.py:95(__get__)
        1    0.000    0.000    1.006    1.006 api.py:14(request)
        1    0.000    0.000    0.000    0.000 connection.py:231(request)
        1    0.000    0.000    0.000    0.000 six.py:956(wrapper)
        1    0.000    0.000    0.000    0.000 parser.py:41(parse)
       24    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
       24    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 adapters.py:296(build_response)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:419(_flush_decoder)
        1    0.000    0.000    0.000    0.000 response.py:162(HTTPResponse)
        1    0.000    0.000    0.000    0.000 element.py:1172(Tag)
        1    0.000    0.000    0.708    0.708 client.py:1330(getresponse)
       89    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.016    0.016 feedparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:674(_BaseNetwork)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1604(make_cookies)
        1    0.000    0.000    0.000    0.000 ssl.py:1225(sendall)
       23    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 __init__.py:74(BeautifulSoup)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
       63    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        1    0.000    0.000    0.000    0.000 models.py:410(prepare_url)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
       50    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
        2    0.000    0.000    0.000    0.000 poolmanager.py:171(__init__)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:342(prepare_markup)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
       18    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        4    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        1    0.000    0.000    0.000    0.000 ssl.py:561(set_alpn_protocols)
        2    0.000    0.000    0.000    0.000 message.py:120(__init__)
       87    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 fnmatch.py:80(translate)
        1    0.000    0.000    0.000    0.000 dammit.py:481(find_declared_encoding)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
        5    0.000    0.000    0.000    0.000 connection.py:221(putheader)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2257(_IPv6Constants)
        1    0.000    0.000    0.009    0.009 utils.py:759(should_bypass_proxies)
        1    0.000    0.000    0.000    0.000 css_parser.py:676(parse_pseudo_nth)
       16    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
        2    0.000    0.000    0.000    0.000 adapters.py:136(__init__)
        5    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
        1    0.000    0.000    0.000    0.000 threading.py:809(Thread)
        1    0.000    0.000    0.001    0.001 heapq.py:1(<module>)
       94    0.000    0.000    0.000    0.000 ipaddress.py:577(__int__)
       18    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
       18    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
        1    0.000    0.000    0.000    0.000 tempfile.py:638(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        2    0.000    0.000    0.001    0.001 adapters.py:362(close)
        3    0.000    0.000    0.002    0.001 element.py:1871(find_all)
        8    0.000    0.000    0.000    0.000 parse.py:201(_hostinfo)
        1    0.000    0.000    0.000    0.000 ipaddress.py:28(ip_address)
       27    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       20    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       57    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.001    0.001 pretty.py:1(<module>)
        1    0.000    0.000    0.006    0.006 socket.py:938(getaddrinfo)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 response.py:80(__init__)
       12    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        5    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:314(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.055    0.055 ssl_.py:355(ssl_wrap_socket)
       12    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:479(SSLContext)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_BaseV6)
       10    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 cookies.py:254(Morsel)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        4    0.000    0.000    0.000    0.000 six.py:201(load_module)
        3    0.000    0.000    0.000    0.000 url.py:244(_remove_path_dot_segments)
        5    0.000    0.000    0.000    0.000 element.py:274(get_text)
       18    0.000    0.000    0.000    0.000 six.py:1014(ensure_text)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        2    0.000    0.000    0.000    0.000 request.py:2572(ip2num)
       11    0.000    0.000    0.000    0.000 queue.py:18(_put)
        1    0.000    0.000    0.015    0.015 _policybase.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl.py:727(verify_mode)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1685(extract_cookies)
        1    0.000    0.000    0.000    0.000 _internal_utils.py:1(<module>)
       11    0.000    0.000    0.000    0.000 queue.py:21(_get)
        1    0.000    0.000    0.000    0.000 idna.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
      110    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 socket.py:679(__init__)
       23    0.000    0.000    0.000    0.000 queue.py:15(_qsize)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        2    0.000    0.000    0.000    0.000 contextlib.py:279(helper)
        4    0.000    0.000    0.000    0.000 timeout.py:102(__init__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:434(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 connectionpool.py:998(_new_conn)
       17    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
       28    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:762(date)
        1    0.000    0.000    0.000    0.000 client.py:967(send)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1361(add_cookie_header)
        2    0.000    0.000    0.000    0.000 cookies.py:124(extract_cookies_to_jar)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(time)
       37    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
      105    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.009    0.009 css_parser.py:328(__init__)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.048    0.048 ssl.py:1334(do_handshake)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
       16    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        1    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
        2    0.000    0.000    0.000    0.000 contextlib.py:102(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:893(default_headers)
        4    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        1    0.000    0.000    0.000    0.000 threading.py:820(__init__)
        4    0.000    0.000    0.000    0.000 utils.py:1027(check_header_validity)
        1    0.000    0.000    0.000    0.000 css_types.py:183(Selector)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1535(_IPv4Constants)
       26    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 socket.py:768(close)
       19    0.000    0.000    0.000    0.000 _collections.py:187(__iter__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1227(vals_sorted_by_key)
        2    0.000    0.000    0.000    0.000 __init__.py:1724(isEnabledFor)
        1    0.000    0.000    0.000    0.000 client.py:837(__init__)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        3    0.000    0.000    0.000    0.000 pathlib.py:567(_parse_args)
        1    0.000    0.000    0.000    0.000 pathlib.py:943(Path)
        2    0.000    0.000    0.000    0.000 adapters.py:174(init_poolmanager)
        2    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        6    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        1    0.000    0.000    0.009    0.009 sessions.py:749(merge_environment_settings)
        1    0.000    0.000    0.001    0.001 sessions.py:794(close)
        1    0.000    0.000    0.000    0.000 socks.py:241(socksocket)
        7    0.000    0.000    0.000    0.000 element.py:388(_last_descendant)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:835(items)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.050    0.050 connection.py:161(_new_conn)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:141(__init__)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        6    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        2    0.000    0.000    0.000    0.000 utils.py:831(select_proxy)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
